name,address,city,country,latitude,longitude,avg_score,total_reviews
NYX Milan,Piazza Quattro Novembre 3 Central Station 20124 Milan Italy,Milan,Italy,45.4868745,9.2018406,8.8,1056
The Levin Hotel,28 Basil Street Kensington and Chelsea London SW3 1AS United Kingdom,London,United Kingdom,51.4998574,-0.161717,9.1,154
Hotel Bristol,Via Domenico Scarlatti 32 Central Station 20124 Milan Italy,Milan,Italy,45.4845769,9.2065256,8.0,516
Napoleon Paris,40 avenue de Friedland 8th arr 75008 Paris France,Paris,France,48.8743885,2.2980915,8.5,1144
Hotel Tiziano Park Vita Parcour Gruppo MiniHotels,Via Tiziano 6 Fiera Milano City 20145 Milan Italy,Milan,Italy,45.4709657,9.1566242,8.6,708
The Premier Notting Hill,5 7 Princes Square Kensington and Chelsea London W2 4NP United Kingdom,London,United Kingdom,51.5127453,-0.1926437,7.3,2215
Grange Strathmore Hotel,41 Queens Gate Gardens Kensington and Chelsea London SW7 5NB United Kingdom,London,United Kingdom,51.4958184,-0.1813958,8.0,984
Excelsior Hotel Gallia Luxury Collection Hotel,Piazza Duca D Aosta 9 Central Station 20124 Milan Italy,Milan,Italy,45.4857027,9.2020127,9.4,1345
H tel Moli re,21 rue Moli re 1st arr 75001 Paris France,Paris,France,48.8655293,2.3360102,9.2,579
Falkensteiner Hotel Wien Margareten,Margareteng rtel 142 05 Margareten 1050 Vienna Austria,Vienna,Austria,48.1868107,16.3440157,8.9,1218
Hotel Villa Saxe Eiffel,9 Villa de Saxe 7th arr 75007 Paris France,Paris,France,48.849758,2.3095213,8.9,346
Staybridge Suites London Vauxhall,100 Vauxhall Walk Lambeth London SE11 5AL United Kingdom,London,United Kingdom,51.4891226,-0.1205639,9.2,742
H tel Jos phine by Happyculture,67 rue Blanche 9th arr 75009 Paris France,Paris,France,48.8823141,2.3316688,8.1,395
Hotel Am Parkring,Parkring 12 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.2056333,16.3778615,9.0,2304
Hotel Champs Elys es Friedland by Happyculture,177 rue du faubourg Saint Honor 8th arr 75008 Paris France,Paris,France,48.8750848,2.3048372,8.7,424
Lansbury Heritage Hotel,117 Poplar High Street Tower Hamlets London E14 0AE United Kingdom,London,United Kingdom,51.5090985,-0.0157302,9.4,82
Hotel Sans Souci Wien,Burggasse 2 07 Neubau 1070 Vienna Austria,Vienna,Austria,48.204576,16.3563661,9.4,824
Rosewood London,252 High Holborn Holborn Camden London WC1V 7EN United Kingdom,London,United Kingdom,51.5173303,-0.1180966,9.4,1008
NH Amsterdam Schiller,Rembrandtplein 26 36 Amsterdam City Center 1017 CV Amsterdam Netherlands,Amsterdam,Netherlands,52.3657092,4.8966912,7.7,1667
Club Hotel Cortina,Hietzinger Hauptstra e 134 13 Hietzing 1130 Vienna Austria,Vienna,Austria,48.1877942,16.2727214,8.2,734
Hotel Mercure Wien Westbahnhof,Felberstra e 4 15 Rudolfsheim F nfhaus 1150 Vienna Austria,Vienna,Austria,48.1983543,16.3375246,7.9,842
Hotel Wagner,Via M Buonarroti 13 Fiera Milano City 20149 Milan Italy,Milan,Italy,45.4684949,9.1550355,8.0,135
Megaro Hotel,Belgrove Street Camden London WC1H 8AB United Kingdom,London,United Kingdom,51.5294411,-0.1233745,8.8,1803
Inntel Hotels Amsterdam Centre,Nieuwezijdskolk 19 Amsterdam City Center 1012 PV Amsterdam Netherlands,Amsterdam,Netherlands,52.3760456,4.8943917,8.2,3342
Arbor Hyde Park,36 37 Lancaster Gate Westminster Borough London W2 3NA United Kingdom,London,United Kingdom,51.5126488,-0.1803795,8.4,2140
Nu Hotel,Via Feltre 19 B Citt Studi 20132 Milan Italy,Milan,Italy,45.4911829,9.2393614,8.9,1032
Hotel Boltzmann,Boltzmanngasse 8 09 Alsergrund 1090 Vienna Austria,Vienna,Austria,48.2216779,16.3567111,8.1,662
Royal Amsterdam Hotel,Rembrandtplein 44 Amsterdam City Center 1017 CV Amsterdam Netherlands,Amsterdam,Netherlands,52.3657281,4.8972883,7.4,627
Catalonia Plaza Catalunya,Bergara 11 Eixample 08002 Barcelona Spain,Barcelona,Spain,41.3865289,2.1682919,8.6,4153
Park Avenue Baker Street,173 Gloucester Place Westminster Borough London NW1 6DX United Kingdom,London,United Kingdom,51.5241452,-0.1609907,7.7,1913
Hotel Spadari Al Duomo,Via Spadari 11 Milan City Center 20123 Milan Italy,Milan,Italy,45.463579,9.1869092,9.3,755
Holiday Inn Paris Elys es,24 Rue De Miromesnil 8th arr 75008 Paris France,Paris,France,48.8730437,2.3161144,8.0,421
Hotel Midmost,Pelayo 14 Ciutat Vella 08001 Barcelona Spain,Barcelona,Spain,41.3856173,2.1659487,9.2,460
Sydney House Chelsea,9 11 Sydney Street Kensington and Chelsea London SW3 6PU United Kingdom,London,United Kingdom,51.4910062,-0.1717691,8.7,585
Austria Trend Hotel Astoria Wien,K rntner Stra e 32 34 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.2044655,16.3702399,8.5,2279
The Harmonie Vienna,Harmoniegasse 5 7 09 Alsergrund 1090 Vienna Austria,Vienna,Austria,48.2199427,16.3598984,9.2,1083
Mercure Paris Opera Garnier,4 Rue de L Isly 8th arr 75008 Paris France,Paris,France,48.8749511,2.3259532,8.1,501
Le Meridien Vienna,Robert Stolz Platz 1 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.2027296,16.3661211,8.3,2393
Royal Passeig de Gracia,Passeig de Gracia 84 Eixample 08008 Barcelona Spain,Barcelona,Spain,41.3946775,2.162638,8.6,3823
The Henrietta Hotel,14 Henrietta Street Westminster Borough London WC2E 8QH United Kingdom,London,United Kingdom,51.5109079,-0.1238221,9.2,49
The Savoy,Strand Westminster Borough London WC2R 0EU United Kingdom,London,United Kingdom,51.5111922,-0.1194006,9.4,1021
The Royal Park Hotel,3 Westbourne Terrace Lancaster Gate Westminster Borough London W2 3UL United Kingdom,London,United Kingdom,51.5142054,-0.1766098,8.7,331
The Ritz London,150 Piccadilly Westminster Borough London W1J 9BR United Kingdom,London,United Kingdom,51.5069446,-0.1415776,9.3,831
DoubleTree By Hilton London Excel,Excel 2 Festoon Way Royal Victoria Dock Newham London E16 1RH United Kingdom,London,United Kingdom,51.507377,0.038657,8.4,2726
Radisson Blu Edwardian Sussex,19 25 Granville Place Marble Arch Westminster Borough London W1H 6PA United Kingdom,London,United Kingdom,51.5144381,-0.1558337,8.0,1295
Grand Hotel et de Milan,Via Manzoni 29 Milan City Center 20121 Milan Italy,Milan,Italy,45.4699058,9.1925024,9.1,451
Hotel Espa a Ramblas,Sant Pau 9 11 Ciutat Vella 08001 Barcelona Spain,Barcelona,Spain,41.3799209,2.1728181,8.7,1908
25hours Hotel beim MuseumsQuartier,Lerchenfelder Stra e 1 3 07 Neubau 1070 Vienna Austria,Vienna,Austria,48.2064745,16.3546297,8.8,4324
9Hotel Republique,7 9 Rue Pierre Chausson 10th arr 75010 Paris France,Paris,France,48.8708419,2.3605864,8.8,857
Eurostars Monumental,Consell de Cent 498 500 Eixample 08013 Barcelona Spain,Barcelona,Spain,41.4006653,2.1787089,8.3,1382
TWO Hotel Barcelona by Axel 4 Sup Adults Only,Calabria 90 92 Eixample 08015 Barcelona Spain,Barcelona,Spain,41.37913,2.1561186,8.8,2336
Les Plumes Hotel,10 rue Lamartine 9th arr 75009 Paris France,Paris,France,48.8766269,2.3432886,8.8,514
Waldorf Astoria Amsterdam,Herengracht 542 556 Amsterdam City Center 1017 CG Amsterdam Netherlands,Amsterdam,Netherlands,52.364768,4.896945,9.5,443
Catalonia Square 4 Sup,Ronda Sant Pere 9 Eixample 08010 Barcelona Spain,Barcelona,Spain,41.3885658,2.1712991,9.4,1711
NH Collection Wien Zentrum,Mariahilfer Stra e 78 07 Neubau 1070 Vienna Austria,Vienna,Austria,48.1979979,16.3483314,8.9,1887
Acta Atrium Palace,Gran Via Corts Catalanes 656 Eixample 08010 Barcelona Spain,Barcelona,Spain,41.390913,2.1706981,8.5,1933
Novotel London Blackfriars,46 Blackfriars Road Southwark London SE1 8NZ United Kingdom,London,United Kingdom,51.5050165,-0.1049831,8.7,1362
K K Hotel Picasso,Passeig de Picasso 26 30 Ciutat Vella 08003 Barcelona Spain,Barcelona,Spain,41.3866227,2.1840722,8.9,1517
Petit Palace Museum,Diputacion 250 Eixample 08007 Barcelona Spain,Barcelona,Spain,41.3888014,2.1653738,8.6,1594
Hotel Indigo London Paddington,16 London Street Paddington Westminster Borough London W2 1HL United Kingdom,London,United Kingdom,51.5150534,-0.1739974,8.7,602
Hotel Raffaello,Viale Certosa 108 Certosa 20156 Milan Italy,Milan,Italy,45.494861,9.141551,8.1,824
London Marriott Hotel Marble Arch,134 George Street Westminster Borough London W1H 5DN United Kingdom,London,United Kingdom,51.5163841,-0.1635764,8.2,1505
Hotel Eug ne en Ville,6 rue Buffault 9th arr 75009 Paris France,Paris,France,48.8750119,2.3416769,8.3,1093
Imperial Riding School Renaissance Vienna Hotel,Ungargasse 60 03 Landstra e 1030 Vienna Austria,Vienna,Austria,48.1966396,16.3863822,8.1,1395
Crowne Plaza London Kensington,100 Cromwell Road Kensington and Chelsea London SW7 4ER United Kingdom,London,United Kingdom,51.495179,-0.183827,8.7,743
Ace Hotel London Shoreditch,100 Shoreditch High Street Hackney London E1 6JQ United Kingdom,London,United Kingdom,51.5254162,-0.0772849,8.6,1593
Gainsborough Hotel,7 11 Queensberry Place Kensington and Chelsea London SW7 2DL United Kingdom,London,United Kingdom,51.4948416,-0.1772056,6.9,1884
Hotel Barcelona Catedral,Capellans 4 Ciutat Vella 08002 Barcelona Spain,Barcelona,Spain,41.384829,2.1751277,8.9,2695
Amsterdam Canal Residence,Weteringschans 251 Amsterdam City Center 1017 XJ Amsterdam Netherlands,Amsterdam,Netherlands,52.3594783,4.895853,8.3,255
Balmoral Champs Elys es,6 rue du General Lanrezac 17th arr 75017 Paris France,Paris,France,48.8759855,2.293938,8.7,476
Goodenough Club,23 Mecklenburgh Square Camden London WC1N 2AD United Kingdom,London,United Kingdom,51.525535,-0.1180354,8.5,959
Aparthotel Adagio Vienna City,Uraniastra e 2 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.2110845,16.3838405,8.1,1787
The Wittmore Adults Only,Riudarenes 7 Ciutat Vella 08002 Barcelona Spain,Barcelona,Spain,41.380939,2.1796095,9.4,217
Catalonia Ramblas 4 Sup,Pelai 28 Ciutat Vella 08002 Barcelona Spain,Barcelona,Spain,41.3856387,2.1668274,8.6,4276
Best Western Allegro Nation,33 Avenue Du Docteur Arnold Netter 12th arr 75012 Paris France,Paris,France,48.8430891,2.4049867,7.8,354
Park Hotel,Stadhouderskade 25 Oud Zuid 1071 ZD Amsterdam Netherlands,Amsterdam,Netherlands,52.3613814,4.8832594,8.3,2027
Hotel Oscar,33 rue Marbeuf 8th arr 75008 Paris France,Paris,France,48.8694755,2.3046954,8.5,408
Arthotel ANA Boutique Six,Webgasse 23 06 Mariahilf 1060 Vienna Austria,Vienna,Austria,48.1941905,16.3462578,8.2,3498
San Domenico House,29 31 Draycott Place Kensington and Chelsea London SW3 2SH United Kingdom,London,United Kingdom,51.4917798,-0.1616049,9.0,317
Ibis Styles Paris Gare Saint Lazare,9 Rue de Constantinople 8th arr 75008 Paris France,Paris,France,48.8796596,2.3209155,7.7,113
Ambassadors Bloomsbury,12 Upper Woburn Place Camden London WC1H 0HX United Kingdom,London,United Kingdom,51.5266618,-0.1296571,7.9,1521
Sir Adam Hotel,Overhoeksplein 7 Amsterdam Noord 1031 KS Amsterdam Netherlands,Amsterdam,Netherlands,52.3840358,4.9028572,9.0,361
Holiday Inn London Bloomsbury,Coram Street Camden London WC1N 1HT United Kingdom,London,United Kingdom,51.5241248,-0.1258066,8.2,2995
K West Hotel Spa,Richmond Way Hammersmith and Fulham London W14 0AX United Kingdom,London,United Kingdom,51.5013149,-0.2174459,8.4,1560
L H tel,13 rue des Beaux Arts 6th arr 75006 Paris France,Paris,France,48.8562272,2.3351758,8.8,224
Victoires Opera,56 rue de Montorgueil 2nd arr 75002 Paris France,Paris,France,48.8648997,2.3469433,7.5,273
Hotel V Fizeaustraat,Fizeaustraat 2 Oost 1097 SC Amsterdam Netherlands,Amsterdam,Netherlands,52.3451511,4.9252372,9.1,1708
Holiday Inn London West,4 Portal Way Gypsy Corner A40 London W3 6RT United Kingdom,London,United Kingdom,51.5210117,-0.2628618,8.1,1500
Hotel Da Vinci,Via Senigallia 6 20161 Milan Italy,Milan,Italy,45.5331372,9.1711019,8.1,16670
H tel de Banville,166 Boulevard Berthier 17th arr 75017 Paris France,Paris,France,48.8864673,2.2948911,8.7,493
Hotel Whistler,36 rue de Saint Quentin 10th arr 75010 Paris France,Paris,France,48.879314,2.3560185,9.2,115
The Bloomsbury Hotel,16 22 Great Russell Street Camden London WC1B 3NN United Kingdom,London,United Kingdom,51.5171671,-0.1290534,9.0,1254
The Ned,Poultry 27 City of London London EC2R 8AJ United Kingdom,London,United Kingdom,51.5135929,-0.0907833,9.3,517
Park Plaza Victoria London,239 Vauxhall Bridge Road Westminster Borough London SW1V 1EQ United Kingdom,London,United Kingdom,51.4942539,-0.1414756,8.6,4426
Apex London Wall Hotel,7 9 Copthall Avenue City of London London EC2R 7NJ United Kingdom,London,United Kingdom,51.5160484,-0.0880181,9.1,949
pentahotel Vienna,Margaretenstra e 92 05 Margareten 1050 Vienna Austria,Vienna,Austria,48.1899743,16.3567007,8.5,805
Austria Trend Hotel Savoyen Vienna,Rennweg 16 03 Landstra e 1030 Vienna Austria,Vienna,Austria,48.1950444,16.3844751,8.9,4016
Hotel Les Rives de Notre Dame,15 Quai Saint Michel 5th arr 75005 Paris France,Paris,France,48.8532269,2.3457159,8.6,265
The Berkeley,Wilton Place Knightsbridge Westminster Borough London SW1X 7RL United Kingdom,London,United Kingdom,51.5020912,-0.1577795,9.1,232
Camperio House Suites Apartments,Via Camperio 9 Milan City Center 20123 Milan Italy,Milan,Italy,45.466598,9.183064,8.9,567
DoubleTree by Hilton London Docklands Riverside,265 Rotherhithe Street Southwark London SE16 5HW United Kingdom,London,United Kingdom,51.5043483,-0.0334436,8.1,3826
Grand Hotel Downtown,Eerste Constantijn Huygensstraat 10A Oud West 1054 BR Amsterdam Netherlands,Amsterdam,Netherlands,52.36513,4.8729422,7.5,1270
Hilton Vienna Danube Waterfront,Handelskai 269 02 Leopoldstadt 1020 Vienna Austria,Vienna,Austria,48.2140659,16.4217627,8.4,2349
Op ra Marigny,11 Rue de l Arcade 8th arr 75008 Paris France,Paris,France,48.871723,2.3235377,8.1,735
The Justin James Hotel,43 Worple Road Wimbledon London SW19 4JZ United Kingdom,London,United Kingdom,51.4202661,-0.211268,8.3,561
Boutiquehotel Das Tyrol,Mariahilfer Stra e 15 06 Mariahilf 1060 Vienna Austria,Vienna,Austria,48.2008957,16.3592496,9.4,501
Mercure Wien Zentrum,Fleischmarkt 1a 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.2114087,16.3746469,8.3,1105
Barcel Raval,Rambla del Raval 17 21 Ciutat Vella 08001 Barcelona Spain,Barcelona,Spain,41.3790126,2.1696339,8.4,2254
Amba Hotel Charing Cross,The Strand Westminster Borough London WC2N 5HX United Kingdom,London,United Kingdom,51.508236,-0.1261963,9.3,1694
Le Meridien Piccadilly,21 Piccadilly Westminster Borough London W1J 0BH United Kingdom,London,United Kingdom,51.5094835,-0.1362538,7.6,817
Catalonia Catedral,Arcs 10 Ciutat Vella 08002 Barcelona Spain,Barcelona,Spain,41.3846637,2.1740902,9.2,1914
Novotel Paris Centre Bercy,85 Rue De Bercy 12th arr 75012 Paris France,Paris,France,48.8384558,2.3805885,8.3,1330
Antares Hotel Accademia,Viale Certosa 68 Certosa 20155 Milan Italy,Milan,Italy,45.4921089,9.1476806,8.4,415
Hollmann Beletage Design Boutique,K llnerhofgasse 6 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.2105156,16.3760717,9.3,389
Novotel London Wembley,5 Olympic Way Wembley Brent London HA9 0NP United Kingdom,London,United Kingdom,51.5611271,-0.2787261,8.9,2924
Le 123 Elysees Astotel,123 Rue Du Faubourg Saint Honor 8th arr 75008 Paris France,Paris,France,48.8730823,2.309659,9.2,171
InterContinental Wien,Johannesgasse 28 03 Landstra e 1030 Vienna Austria,Vienna,Austria,48.2019865,16.3789934,8.1,737
Suites H tel Helzear Montparnasse,40 rue Liancourt 14th arr 75014 Paris France,Paris,France,48.8346811,2.3255098,8.1,544
Bradford Elys es Astotel,10 rue Saint Philippe du Roule 8th arr 75008 Paris France,Paris,France,48.8729676,2.3081178,9.1,234
Best Western Le 18 Paris,51 rue Letort 18th arr 75018 Paris France,Paris,France,48.8966167,2.3434843,7.6,527
Mandarin Oriental Barcelona,Passeig de Gr cia 38 40 Eixample 08007 Barcelona Spain,Barcelona,Spain,41.391393,2.1668467,9.0,283
Atlantis Hotel Vienna,Wurzbachgasse 21 15 Rudolfsheim F nfhaus 1150 Vienna Austria,Vienna,Austria,48.2037451,16.3356767,8.1,2823
Room Mate Anna,Carrer de Arag 271 Eixample 08007 Barcelona Spain,Barcelona,Spain,41.3929366,2.1653954,9.1,1286
Baglioni Hotel London The Leading Hotels of the World,60 Hyde Park gate Kensington and Chelsea London SW7 5BB United Kingdom,London,United Kingdom,51.5017224,-0.1846243,9.0,290
Holiday Inn Paris Notre Dame,4 rue Danton 6th arr 75006 Paris France,Paris,France,48.8528427,2.3422256,8.3,1174
The Hari London,20 Chesham Place Kensington and Chelsea London SW1X 8HQ United Kingdom,London,United Kingdom,51.4973203,-0.1562558,9.2,635
H10 London Waterloo,284 To 302 Waterloo Road Southwark London SE1 8RQ United Kingdom,London,United Kingdom,51.4988817,-0.1062888,8.5,1114
Best Western Premier Op ra Opal,19 Rue Tronchet 8th arr 75008 Paris France,Paris,France,48.8722588,2.3257608,8.6,772
Courtyard by Marriott Vienna Schoenbrunn,Sch nbrunner Schlossstra e 38 40 12 Meidling 1120 Vienna Austria,Vienna,Austria,48.184732,16.3211959,8.3,625
Eurostars Bcn Design,Passeig de Gr cia 29 Eixample 08007 Barcelona Spain,Barcelona,Spain,41.3907208,2.1660732,8.3,1601
H tel Paris Bastille Boutet MGallery by Sofitel,22 24 Rue Faidherbe 11th arr 75011 Paris France,Paris,France,48.8519215,2.3839993,8.8,381
Hotel Portello Gruppo Minihotel,Via G Silva 12 Fiera Milano City 20149 Milan Italy,Milan,Italy,45.4802503,9.1494925,7.8,1197
Francois 1er,7 Rue Magellan 8th arr 75008 Paris France,Paris,France,48.8701887,2.2997281,8.7,603
Axel Hotel Barcelona Urban Spa Adults Only,Aribau 33 Eixample 08011 Barcelona Spain,Barcelona,Spain,41.3873478,2.1603987,8.0,2694
Mercure London Bridge,71 79 Southwark Street Southwark London SE1 0JA United Kingdom,London,United Kingdom,51.5052587,-0.099176,8.5,947
The Montcalm At Brewery London City,52 Chiswell Street City of London London EC1Y 4SD United Kingdom,London,United Kingdom,51.5208155,-0.0915319,8.8,2617
London City Suites,42 46 Chiswell Street City of London London EC1Y 4SB United Kingdom,London,United Kingdom,51.5206309,-0.0915341,8.9,1744
BEST WESTERN Maitrise Hotel Maida Vale,53 59 Kilburn High Road Maida Vale London Camden London NW6 5SB United Kingdom,London,United Kingdom,51.5366053,-0.1919832,7.1,1877
H tel Le Relais Saint Germain,9 Carrefour de l Od on 6th arr 75006 Paris France,Paris,France,48.8519208,2.338878,9.3,107
WestCord Fashion Hotel Amsterdam,Hendrikje Stoffelstraat 1 Slotervaart 1058 GC Amsterdam Netherlands,Amsterdam,Netherlands,52.357655,4.844576,8.7,5236
The Exhibitionist Hotel,8 10 Queensberry Place Kensington and Chelsea London SW7 2EA United Kingdom,London,United Kingdom,51.4947754,-0.177789,8.4,1708
L Empire Paris,48 Rue De L arbre Sec 1st arr 75001 Paris France,Paris,France,48.8607764,2.3427564,8.6,619
The Lanesborough,Hyde Park Corner Westminster Borough London SW1X 7TA United Kingdom,London,United Kingdom,51.50303,-0.15242,9.4,64
Elys es R gencia,41 Avenue Marceau 16th arr 75016 Paris France,Paris,France,48.8686434,2.2984054,8.2,1100
Sina The Gray,Via San Raffaele 6 Milan City Center 20121 Milan Italy,Milan,Italy,45.4655368,9.1914986,8.3,346
Royal Ramblas,Las Ramblas 117 Ciutat Vella 08002 Barcelona Spain,Barcelona,Spain,41.3842838,2.1707092,8.4,3340
H tel Amastan Paris,34 rue Jean Mermoz 8th arr 75008 Paris France,Paris,France,48.8716831,2.3123759,9.1,102
Commodore Hotel,50 Lancaster Gate Westminster Borough London W2 3NA United Kingdom,London,United Kingdom,51.5124496,-0.1795215,6.7,2400
Sercotel Amister Art Hotel Barcelona,Avenida Roma 93 95 Eixample 08029 Barcelona Spain,Barcelona,Spain,41.3844072,2.1514584,8.5,591
De Vere Devonport House,King William Walk Greenwich London SE10 9JW United Kingdom,London,United Kingdom,51.480672,-0.0071375,8.2,1827
Eurohotel Diagonal Port,Lope de Vega 4 Sant Mart 08005 Barcelona Spain,Barcelona,Spain,41.4006708,2.2087844,7.0,334
Belfast,10 avenue Carnot 17th arr 75017 Paris France,Paris,France,48.8756435,2.2938788,7.7,337
Room Mate Aitana,IJdock 6 Amsterdam City Center 1013 MM Amsterdam Netherlands,Amsterdam,Netherlands,52.3846059,4.8941866,8.8,4097
Hotel Lumen Paris Louvre,15 Rue Des Pyramides 1st arr 75001 Paris France,Paris,France,48.8652582,2.3329632,8.7,289
Covent Garden Hotel,10 Monmouth Street Camden London WC2H 9HB United Kingdom,London,United Kingdom,51.5145986,-0.1270336,9.4,158
Paris Marriott Opera Ambassador Hotel,16 boulevard Haussmann 9th arr 75009 Paris France,Paris,France,48.8728351,2.3362507,7.9,263
Pol Grace Hotel,Guillem Tell 49 Sarri St Gervasi 08006 Barcelona Spain,Barcelona,Spain,41.4017465,2.1477365,8.8,2220
Art Hotel Navigli,Via Angelo Carlo Fumagalli 4 Navigli 20143 Milan Italy,Milan,Italy,45.4501306,9.1696481,8.6,3636
Auteuil Tour Eiffel,8 10 Rue F licien David 16th arr 75016 Paris France,Paris,France,48.8506499,2.2750873,7.5,1266
Sheraton Diana Majestic,Viale Piave 42 Milan City Center 20129 Milan Italy,Milan,Italy,45.4736557,9.2066824,7.9,393
Alexandra Barcelona A DoubleTree by Hilton,Mallorca 251 Eixample 08008 Barcelona Spain,Barcelona,Spain,41.3931918,2.16152,8.3,351
Novotel Paris Les Halles,8 Place Marguerite de Navarre 1st arr 75001 Paris France,Paris,France,48.8607299,2.3465326,8.4,2398
H tel Powers,52 rue Francois 1er 8th arr 75008 Paris France,Paris,France,48.8691409,2.3031503,8.5,956
H tel Original Paris,8 Boulevard Beaumarchais 11th arr 75011 Paris France,Paris,France,48.8546989,2.3691899,8.9,148
Hotel Parc Saint Severin Esprit de France,22 Rue de La Parcheminerie 5th arr 75005 Paris France,Paris,France,48.8518584,2.3447798,9.1,600
TH Street Duomo,Via Santa Radegonda 14 Milan City Center 20121 Milan Italy,Milan,Italy,45.4657568,9.1916674,8.2,172
Park Plaza County Hall London,1 Addington Street Lambeth London SE1 7RY United Kingdom,London,United Kingdom,51.5014001,-0.1160092,8.4,6117
Rathbone,30 Rathbone Street West End Westminster Borough London W1T 1LB United Kingdom,London,United Kingdom,51.5186801,-0.1354055,8.3,776
Mimi s Hotel Soho,56 57 Frith Street Westminster Borough London W1D 3JG United Kingdom,London,United Kingdom,51.5140329,-0.1320651,8.3,687
Atahotel Contessa Jolanda,Via Murat 21 Niguarda 20159 Milan Italy,Milan,Italy,45.4984161,9.1904375,7.5,1559
Austria Trend Hotel Anatol Wien,Webgasse 26 06 Mariahilf 1060 Vienna Austria,Vienna,Austria,48.1945774,16.346356,8.8,1324
Hyatt Regency London The Churchill,30 Portman Square Westminster Borough London W1H 7BH United Kingdom,London,United Kingdom,51.5156471,-0.1572443,8.7,883
Au Manoir Saint Germain,153 Boulevard Saint Germain 6th arr 75006 Paris France,Paris,France,48.853688,2.3322667,8.6,616
H tel San R gis,12 Rue Jean Goujon 8th arr 75008 Paris France,Paris,France,48.8665788,2.3084447,8.7,277
Le Narcisse Blanc Spa,19 Boulevard De La Tour Maubourg 7th arr 75007 Paris France,Paris,France,48.8605125,2.3106533,9.5,222
Hotel Mailberger Hof,Annagasse 7 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.204183,16.3726664,8.4,1781
Melia Paris Notre Dame,7 Rue De L h tel Colbert 5th arr 75005 Paris France,Paris,France,48.8515198,2.3486511,8.7,214
Rainers Hotel Vienna,Gudrunstra e 184 10 Favoriten 1100 Vienna Austria,Vienna,Austria,48.1791893,16.3625367,8.2,1852
H tel Le Walt,37 Avenue De La Motte Picquet 7th arr 75007 Paris France,Paris,France,48.8547161,2.306642,8.8,257
Hotel K nig von Ungarn,Schulerstra e 10 01 Innere Stadt 1010 Vienna Austria,Vienna,Austria,48.2082215,16.3751842,9.3,1207
Number Sixteen,16 Sumner Place Kensington and Chelsea London SW7 3EG United Kingdom,London,United Kingdom,51.4930905,-0.1755022,9.1,270
Mercure Paris Opera Louvre,95 Rue de Richelieu 2nd arr 75002 Paris France,Paris,France,48.8710895,2.3393461,8.1,511
Ramada Plaza Milano,Via Stamira D Ancona 27 Distretto Viale Monza 20127 Milan Italy,Milan,Italy,45.501946,9.2277569,8.4,2612
H tel Cristal Champs Elys es,9 Rue de Washington 8th arr 75008 Paris France,Paris,France,48.8726814,2.3020866,8.3,604
Swiss tel Amsterdam,Damrak 96 Amsterdam City Center 1012 LP Amsterdam Netherlands,Amsterdam,Netherlands,52.3735266,4.8933041,8.5,2756
Leonardo Hotel Milan City Center,Via Messina 10 Sempione 20154 Milan Italy,Milan,Italy,45.482442,9.1756982,8.2,1018
NH Danube City,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,Vienna,Austria,48.2353789,16.4219737,8.4,1380
Baglioni Hotel Carlton The Leading Hotels of the World,Via Senato 5 Milan City Center 20121 Milan Italy,Milan,Italy,45.4691663,9.1984454,8.8,775
Hotel Derby,Loreto 21 25 Les Corts 08029 Barcelona Spain,Barcelona,Spain,41.3897735,2.1419762,8.0,808
Hotel le Lapin Blanc,41 boulevard Saint Michel 5th arr 75005 Paris France,Paris,France,48.8491801,2.3423357,9.1,619
Millennium Gloucester Hotel London,4 18 Harrington Gardens Kensington and Chelsea London SW7 4LH United Kingdom,London,United Kingdom,51.4935083,-0.1834346,7.8,5726
Le Tsuba Hotel,45 Rue des Acacias 17th arr 75017 Paris France,Paris,France,48.8777621,2.293177,9.3,287
Apollo Hotel Amsterdam,Apollolaan 2 Oud Zuid 1077 BA Amsterdam Netherlands,Amsterdam,Netherlands,52.3486098,4.8844292,8.2,2968
DoubleTree by Hilton London Ealing,2 8 Hanger Lane Ealing Common London W5 3HN United Kingdom,London,United Kingdom,51.511521,-0.290706,8.4,1494
Mercure Paris Bastille Saint Antoine,64 Rue Crozatier 12th arr 75012 Paris France,Paris,France,48.849574,2.3798518,7.9,168
Conservatorium Hotel,Van Baerlestraat 27 Oud Zuid 1071 AN Amsterdam Netherlands,Amsterdam,Netherlands,52.358631,4.8786236,9.2,592
Claridge s,41 43 Brook Street Westminster Borough London W1K 4HJ United Kingdom,London,United Kingdom,51.5125035,-0.1477438,9.3,293
Best Western PLUS Epping Forest,Epping Forest 30 Oak Hill London IG8 9NY United Kingdom,London,United Kingdom,51.603207,0.010607,7.5,587
The Royal Horseguards,2 Whitehall Court Westminster Borough London SW1A 2EJ United Kingdom,London,United Kingdom,51.5054185,-0.1241499,8.9,2007
Grange Langham Court Hotel,31 35 Langham Street Westminster Borough London W1W 6BU United Kingdom,London,United Kingdom,51.5189077,-0.1421957,7.9,754
